 -0.20000E+01  0.34142E-01 -0.27011E+00 -0.13118E-01
 -0.19655E+01  0.34142E-01 -0.28405E+00 -0.14703E-01
 -0.19310E+01  0.34142E-01 -0.29971E+00 -0.16609E-01
 -0.18965E+01  0.34142E-01 -0.31746E+00 -0.18929E-01
 -0.18621E+01  0.34142E-01 -0.33777E+00 -0.21793E-01
 -0.18276E+01  0.34142E-01 -0.36124E+00 -0.25388E-01
 -0.17931E+01  0.34142E-01 -0.38872E+00 -0.29989E-01
 -0.17586E+01  0.34142E-01 -0.42134E+00 -0.36008E-01
 -0.17241E+01  0.34142E-01 -0.46075E+00 -0.44100E-01
 -0.16896E+01  0.34142E-01 -0.50933E+00 -0.55339E-01
 -0.16551E+01  0.34142E-01 -0.57075E+00 -0.71592E-01
 -0.16206E+01  0.34142E-01 -0.65083E+00 -0.96335E-01
 -0.15862E+01  0.34142E-01 -0.75937E+00 -0.13662E+00
 -0.15517E+01  0.34142E-01 -0.91377E+00 -0.20846E+00
 -0.15172E+01  0.34142E-01 -0.11460E+01 -0.35415E+00
 -0.14827E+01  0.34142E-01 -0.15056E+01 -0.70998E+00
 -0.14482E+01  0.34142E-01 -0.18657E+01 -0.17880E+01
 -0.14137E+01  0.34142E-01 -0.38323E-01 -0.35579E+01
 -0.13792E+01  0.34142E-01  0.16859E+01 -0.17374E+01
 -0.13447E+01  0.34142E-01  0.13137E+01 -0.69433E+00
 -0.13103E+01  0.34142E-01  0.95769E+00 -0.34878E+00
 -0.12758E+01  0.34142E-01  0.72757E+00 -0.20654E+00
 -0.12413E+01  0.34142E-01  0.57386E+00 -0.13622E+00
 -0.12068E+01  0.34142E-01  0.46512E+00 -0.96769E-01
 -0.11723E+01  0.34142E-01  0.38424E+00 -0.72584E-01
 -0.11378E+01  0.34142E-01  0.32157E+00 -0.56767E-01
 -0.11033E+01  0.34142E-01  0.27133E+00 -0.45907E-01
 -0.10689E+01  0.34142E-01  0.22992E+00 -0.38173E-01
 -0.10344E+01  0.34142E-01  0.19493E+00 -0.32507E-01
 -0.99988E+00  0.34142E-01  0.16473E+00 -0.28271E-01
 -0.96539E+00  0.34142E-01  0.13816E+00 -0.25057E-01
 -0.93090E+00  0.34142E-01  0.11437E+00 -0.22600E-01
 -0.89642E+00  0.34142E-01  0.92700E-01 -0.20722E-01
 -0.86193E+00  0.34142E-01  0.72657E-01 -0.19299E-01
 -0.82744E+00  0.34142E-01  0.53835E-01 -0.18247E-01
 -0.79295E+00  0.34142E-01  0.35897E-01 -0.17509E-01
 -0.75847E+00  0.34142E-01  0.18554E-01 -0.17045E-01
 -0.72398E+00  0.34142E-01  0.15457E-02 -0.16831E-01
 -0.68949E+00  0.34142E-01 -0.15370E-01 -0.16859E-01
 -0.65501E+00  0.34142E-01 -0.32433E-01 -0.17127E-01
 -0.62052E+00  0.34142E-01 -0.49887E-01 -0.17649E-01
 -0.58603E+00  0.34142E-01 -0.67995E-01 -0.18449E-01
 -0.55155E+00  0.34142E-01 -0.87053E-01 -0.19569E-01
 -0.51706E+00  0.34142E-01 -0.10740E+00 -0.21070E-01
 -0.48257E+00  0.34142E-01 -0.12946E+00 -0.23039E-01
 -0.44808E+00  0.34142E-01 -0.15375E+00 -0.25604E-01
 -0.41360E+00  0.34142E-01 -0.18093E+00 -0.28952E-01
 -0.37911E+00  0.34142E-01 -0.21188E+00 -0.33358E-01
 -0.34462E+00  0.34142E-01 -0.24781E+00 -0.39245E-01
 -0.31014E+00  0.34142E-01 -0.29042E+00 -0.47278E-01
 -0.27565E+00  0.34142E-01 -0.34218E+00 -0.58557E-01
 -0.24116E+00  0.34142E-01 -0.40687E+00 -0.74993E-01
 -0.20668E+00  0.34142E-01 -0.49047E+00 -0.10015E+00
 -0.17219E+00  0.34142E-01 -0.60305E+00 -0.14123E+00
 -0.13770E+00  0.34142E-01 -0.76243E+00 -0.21463E+00
 -0.10321E+00  0.34142E-01 -0.10014E+01 -0.36356E+00
 -0.68728E-01  0.34142E-01 -0.13710E+01 -0.72702E+00
 -0.34241E-01  0.34142E-01 -0.17451E+01 -0.18275E+01
  0.24633E-03  0.34142E-01  0.10968E+00 -0.36631E+01
